#ID	Group	Course	Name
924	202	19	Prática De Ensino Orientada - 8c6744c9d42ec2cb9e8885b54ff744d0
925	197	167	Método Clínico Iii - 8c8a58fa97c205ff222de3685497742c
926	25	78	Noções Básicas Em Língua Bras. De Sinais (Libras) - 8ca8da41fe1ebc8d3ca31dc14f5fc56c
928	171	179	Métodos E Técnicas De Pesquisa Social 2 - 8ce6790cc6a94e65f17f908f462fae85
929	381	166	Química Orgânica - 8d09e4b85c783cbc30c9b8ae175f2d33
930	392	86	Ciência Política I - 8d3369c4c086f236fabf61d614a32818
931	215	166	Física I - 8d420fa35754d1f1c19969c88780314d
933	381	166	Cálculo 1b - 8d6dc35e506fc23349dd10ee68dabb64
934	394	120	Sociologia V - 8d9a0adb7c204239c9635426f35c9522
935	348	77	Processos Estocásticos - 8db9264228dc48fbf47535e888c02ae0
936	395	74	Desenvolvimento De Software Para Persistência - 8dc5983b8c4ef1d8fcd5f325f9a65511
937	317	24	Biofísica - 8e68c3c7bf14ad0bcaba52babfa470bd
938	396	105	Tópicos De Museologia Ii - 8e82ab7243b7c66d768f1b8ce1c967eb
939	50	103	Genômica E Proteômica - 8f19793b2671094e63a15ab883d50137
941	397	41	Estatística - 8f468c873a32bb0619eaeb2050ba45d1
944	229	83	Cultura, Cidade E Arquitetura - 8fb5f8be2aa9d6c64a04e3ab9f63feee
945	83	60	Fundamentos De Matemática Para Computação - 8fecb20817b3847419bb3de39a609afe
946	355	87	Química Ambiental - 903ce9225fca3e988c2af215d4e544d3
947	398	157	Metodologia Científica E Filosofia Da Ciência - 90599c8fdd2f6e7a03ad173e2f535751
948	41	40	Cálculo 1b - 90794e3b050f815354e3e29e977a88ab
951	292	19	Estatística - 912d2b1c7b2826caf99687388d2e8f7c
952	346	24	Microbiologia - 9136ed056ee4f8a93e27116c6599b87e
953	151	75	Desenho Técnico Mecânico - 9185f3ec501c674c7c788464a36e7fb3
954	267	166	Cálculo 1b - 92262bf907af914b95a0fc33c3f33bf6
955	399	12	Cálculo 2b - 9232fe81225bcaef853ae32870a2b0fe
956	221	53	Química Analítica - 92426b262d11b0ade77387cf8416e153
957	94	154	Probabilidade E Estatística - 92977ae4d2ba21425a59afb269c2a14e
958	400	133	Química Orgânica - 92a0e7a415d64ebafcb16a8ca817cde4
960	401	13	Equações Diferenciais Ordinárias I - 92cd1b66a01498c7a62b2ee99b810d39
961	74	74	Modelagem De Software - 92f54963fc39a9d87c2253186808ea61
962	167	142	Introd. Às Ciências Da Natureza E Educaç. Do Campo - 92fb0c6d1758261f10d052e6e2c1123c
963	31	35	Tópicos Em Geologia - 931af583573227f0220bc568c65ce104
964	206	41	Contabilidade E Gestão Do Agronegócio - 9327969053c0068dd9e07c529866b94d
966	82	93	Plantas Criptogâmicas - 9357fad168e79256e1abaac4e835910f
967	82	93	Introdução À Bioestatística - 936a40b7e8eea0dc537e5f2edee1387a
968	57	5	Produção De Texto Jornalístico I - 93d65641ff3f1586614cf2c1ad240b6c
969	81	77	Controle Estatístico De Qualidade - 9407c826d8e3c07ad37cb2d13d1cb641
970	137	88	Parasitologia Humana - 9415212e60be1cca7e30da219ea59288
971	107	53	Imunologia Básica - 944626adf9e3b76a3919b50dc0b080a4
972	188	142	Estágio De Docência Em Ciências Da Natureza No Ensino Fundamental Ou Eja I - 944bdd9636749a0801c39b6e449dbedc
976	135	167	Saúde Do Adulto E Do Idoso - Sistema Locomotor, Cirurgia Plástica E Geriatria/Cuidados Paliativos - 95151403b0db4f75bfd8da0b393af853
977	82	93	Estudo Da Ecologia - 95192c98732387165bf8e396c0f2dad2
978	36	60	Redes De Computadores 1 - 955cb567b6e38f4c6b3f28cc857fc38c
979	277	133	Introdução À Física - 958adb57686c2fdec5796398de5f317a
980	402	7	Bioquímica I - 9597353e41e6957b5e7aa79214fcb256
981	42	19	Geometria Plana - 959a557f5f6beb411fd954f3f34b21c3
982	337	92	Estruturas De Dados - 959ef477884b6ac2241b19ee4fb776ae
984	320	18	Geografia E Sociedade - 95f8d9901ca8878e291552f001f67692
985	156	40	Elaboração Do Projeto De Tcc (Tcc I) - 96055f5b06bf9381ac43879351642cf5
986	206	41	Contabilidade Tributária - 962e56a8a0b0420d87272a682bfd1e53
987	82	93	Plantas Criptogâmicas - 9657c1fffd38824e5ab0472e022e577e
988	334	37	Geografia Urbana - 96671501524948bc3937b4b30d0e57b9
989	403	120	Estágio Supervisionado I - 9683cc5f89562ea48e72bb321d9f03fb
991	9	60	Algoritmos E Estruturas De Dados 2 - 96de2547f44254c97f5f4f1f402711c1
992	56	155	Psicologia Da Educação Ii - 96ea64f3a1aa2fd00c72faacf0cb8ac9
995	242	166	Física Ii - 973a5f0ccbc4ee3524ccf035d35b284b
996	405	51	Psicologia Das Organizações - 97416ac0f58056947e2eb5d5d253d4f2
997	186	157	Zoologia I - 97706caf74b5a0bf3dc2002b1c90106d
998	16	66	Resistência Dos Materiais 2 - 978d76676f5e7918f81d28e7d092ca0d
999	333	133	Circuitos Elétricos 1 - 978fce5bcc4eccc88ad48ce3914124a2
1001	144	152	Tópicos De Ética - 97c52e4056cb7be4c22971381e427e01
1002	267	166	Biologia E Zoologia - 97d0145823aeb8ed80617be62e08bdcc
1003	28	88	Saúde Coletiva I - 97dfbef8d4837f2ca67954513e11f482
1004	406	86	Antropologia I - 980ecd059122ce2e50136bda65c25e07
1005	81	77	Estágio I - 9824f9c1543628a85bb51d2dd6fcf8a3
1008	407	179	Trabalho Final De Curso 1 - 98b418276d571e623651fc1d471c7811
1009	183	18	Geografia De Goiás - 98e6f17209029f4ae6dc9d88ec8eac2c
1012	409	5	Mídias Audiovisuais - 995e1fda4a2b5f55ef0df50868bf2a8f
1013	410	60	Tópicos 1 - 9978b7063e297d84bb2ac8e46c1c845f
1014	239	74	Algoritmos E Estruturas De Dados 2 - 999600eb275cc7196161261972daa59b
1015	68	88	Processo De Cuidar Em Saúde Da Criança E Do Adolescente Ii - 999739a3a86d189c4d207f14dbdba405
1017	387	155	Informática No Ensino Da Física Ii - 99bcfcd754a98ce89cb86f73acc04645
1020	156	40	Contabilidade Gerencial - 9a1de01f893e0d2551ecbb7ce4dc963e
1027	263	77	Introdução A Probabilidade - 9af76329c78e28c977ab1bcd1c3fe9b8
1028	154	76	Termodinâmica Aplicada Ii - 9b8619251a19057cff70779273e95aa6
1029	412	78	Estágio Em Educ. Inf. E Anos Ini. Do Ens. Fund Iii - 9bb6dee73b8b0ca97466ccb24fff3139
1030	88	41	Fundamentos Da Microeconomia - 9c19a2aa1d84e04b0bd4bc888792bd1e
1032	36	60	Banco De Dados - 9d2682367c3935defcb1f9e247a97c0d
1033	413	169	Química Geral B - 9d28de8ff9bb6a3fa41fddfdc28f3bc1
1034	82	93	Evolução E Diversificação Das Plantas - 9de12d76dc783e12990c314eb1a3f6fc
1035	57	5	Psicologia Organizacional - 9e3cfc48eccf81a0d57663e129aef3cb
1036	88	41	Introdução À Teoria Da Contabilidade - 9e984c108157cea74c894b5cf34efc44
1038	96	103	Biossegurança - 9f15ce8f74c82748b20c64ba40da5b7c
1040	415	153	Psiquiatria Clínica E Psicopatologia 1 - 9f44e956e3a2b7b5598c625fcc802c36
1041	277	133	Cálculo 1a - 9f53d83ec0691550f7d2507d57f4f5a2
1043	5	76	Operações Unitárias 3 - 9fc3d7152ba9336a670e36d0ed79bc43
1044	12	156	Introdução Às Análises Clínicas - 9fe97fff97f089661135d0487843108e
1045	107	53	Parasitologia - a00e5eb0973d24649a4a920fc53d9564
1048	149	35	Organização Do Trabalho Científico - a03fa30821986dff10fc66647c84c9c3
1049	160	167	Determinantes Biológicos No Processo Saúde - Doença I - a071d3da930a9b714383b89e421e0439
1050	371	79	Empreendedorismo - a07c2f3b3b907aaf8436a26c6d77f0a2
1051	417	40	Filosofia E Ética Na Administração - a0833c8a1817526ac555f8d67727caf6
1052	51	110	Introdução À Ciência Da Informação - a0a080f42e6f13b3a2df133f073095dd
1053	418	4	História Do Jornalismo - a0e2a2c563d57df27213ede1ac4ac780
1054	269	167	Saúde Do Adulto E Do Idoso - Psiquiatria/Medicina Legal E Saúde Mental Coletiva - a0f3601dc682036423013a5d965db9aa
1057	268	37	Geomorfologia I - a11f9e533f28593768ebf87075ab34f2
1058	420	130	Biologia Celular - a13f60ff56936e206f4d0e378cb01178
1060	277	133	Física E Meio Ambiente - a19acd7d2689207f9047f8cb01357370
1062	292	19	História Da Matemática - a1d33d0dfec820b41b54430b50e96b5c
1063	282	179	Gestão Pública Contemporânea - a1d50185e7426cbb0acad1e6ca74b9aa
1064	149	35	Geografia Da População I - a1d7311f2a312426d710e1c617fcbc8c
1065	144	152	Ética - a1f2bb8f062f43fbe2bc4bfd0b66a055
1067	421	86	História I - a223c6b3710f85df22e9377d6c4f7553
1068	389	4	História Do Cinema - a26398dca6f47b49876cbaffbc9954f9
1070	422	7	Bioquímica I - a2cc63e065705fe938a4dda49092966f
1071	409	5	Tópicos Contemporâneos: Comunicação Organizacional - a34bacf839b923770b2c360eefa26748
1072	109	41	Contabilidade Intermediária 1 - a368b0de8b91cfb3f91892fbf1ebd4b2
1073	47	18	Cartografia I - a376033f78e144f494bfc743c0be3330
1074	165	158	Biologia Molecular - a381c2c35c9157f6b67fd07d5a200ae1
1075	338	167	Método Clínico I - a38b16173474ba8b1a95bcbc30d3b8a5
1076	163	161	Patologia Geral - a3a8b60750b1e56b2f28433770093977
1077	423	170	Desenho Básico - a3d06db1f8c85b2837b4603a51834425
1078	56	155	Cálculo 2a - a3d68b461bd9d3533ee1dd3ce4628ed4
1080	177	87	Química Analítica Qualitativa - a3f390d88e4c41f2747bfa2f1b5f87db
1086	302	74	Arquitetura De Software - a431d70133ef6cf688bc4f6093922b48
1087	82	93	Evolução E Diversificação Das Plantas - a48564053b3c7b54800246348c7fa4a0
1088	225	158	Zoologia Iii - Invertebrados Ii - a486cd07e4ac3d270571622f4f316ec5
1090	425	103	Formei E Agora? Empregabilidade E Mundo Do Trabalho - a501bebf79d570651ff601788ea9d16d
1092	68	88	Processo De Cuidar Em Saúde Da Criança E Do Adolescente Ii - a513da815860c4c1505e69d82ec39970
1093	274	156	Bioinformática - a51c896c9cb81ecb5a199d51ac9fc3c5
1095	131	12	Economia Internacional - a588a6199feff5ba48402883d9b72700
1096	117	93	Ecofisiologia Vegetal - a591024321c5e2bdbd23ed35f0574dde
1098	202	19	Fundamentos Filosóficos E Sócio-Culturais Da Educação - a5cdd4aa0048b187f7182f1b9ce7a6a7
1100	426	179	Tópicos De Sociologia I - a60937eba57758ed45b6d3e91e8659f3
1103	427	73	Introdução À Computação - a67f096809415ca1c9f112d96d27689b
1104	107	53	Microbiologia Geral - a6a7b107d0ae6b856581a13003ce741c
1105	428	166	Fisiologia Do Desenvolvimento Vegetal - a6c426fb38811b3187d2a0e4d524f8e0
1106	81	77	Análise De Dados Categorizados - a6d259bfbfa2062843ef543e21d7ec8e
1107	168	158	Taxonomia E Ecologia De Fungos - a6dbf4144a3cb82e0ec0e1f5cd1c2ada
1109	268	37	Pedologia - a70dc40477bc2adceef4d2c90f47eb82
1111	55	142	Divulgação Científica E Espaços Não Formais De Ensino - a7789ef88d599b8df86bbee632b2994d
1112	144	152	Tópicos De Filosofia Ii - a79c1dfc754f00f2ba13f1a8115e789f
1115	73	182	Introdução À Metodologia Científica - a8345c3bb9e3896ea538ce77ffaf2c20
1118	73	182	Sociologia 1 - a8aa681aaa4588a8dbd3b42b26d59a1a
1119	292	19	Políticas Educacionais No Brasil - a8e864d04c95572d1aece099af852d0a
1120	370	87	Introdução Aos Fenômenos De Transporte - a8f15eda80c50adb0e71943adc8015cf
1123	49	166	Fisiologia Do Metabolismo Vegetal - a91c69314d3212d19f06abf679b8dccc
1124	132	157	Farmacologia Experimental - a9365bd906e11324065c35be476beb0c
1125	274	156	Farmacologia I - a941493eeea57ede8214fd77d41806bc
1126	225	158	Zoologia Iii - Invertebrados Ii - a96d3afec184766bfeca7a9f989fc7e7
1127	430	60	Pesquisa Operacional - a9813e9550fee3110373c21fa012eee7
1128	206	41	Auditoria Das Demonstrações Contábeis - a981f2b708044d6fb4a71a1463242520
1130	431	120	Didática E Prática De Ensino Em Ciências Sociais Ii - a9be4c2a4041cadbf9d61ae16dd1389e
1131	6	178	Estágio Supervisionado Iii:Escola E Diversidade - aa169b49b583a2b5af89203c2b78c67c
1132	206	41	Tópicos Em Contabilidade I - aa2a77371374094fe9e0bc1de3f94ed9
1136	195	103	Gestão E Empreendedorismo Em Biotecnologia - ab233b682ec355648e7891e66c54191b
1137	77	58	Ciência Política 1 - ab452534c5ce28c4fbb0e102d4a4fb2e
1139	330	76	Direito E Cidadania - ab817c9349cf9c4f6877e1894a1faa00
1143	306	76	Gestão Da Produção E Da Qualidade - ac1dd209cbcc5e5d1c6e28598e8cbbe8
1144	259	12	Estatística Econômica E Introdução À Econometria - acab0116c354964a558e65bdd07ff047
1145	63	179	Trabalho Final De Curso 2 - acf4b89d3d503d8252c9c4ba75ddbf6d
1146	235	137	Instituições Internacionais - ad13a2a07ca4b7642959dc0c4c740ab6
1148	273	161	Promoção Da Saúde Ii - ad9fdd01365d0dcc82e74eda726b851e
1150	163	161	Epidemiologia - adcdf633242b4e6043ebad178b25eee7
1151	14	36	Diagnóstico E Manejo De Bacias Hidrográficas - add217938e07bb1fd8796e0315b88c10
1152	183	18	Didática De Geografia I - ae1eaa32d10b6c886981755d579fb4d8
1153	144	152	Tópicos De Ética - ae39c7c575bd5ec74789fdf607b7e7a7
1154	144	152	Tópicos De Filosofia Antiga - ae4f9c931a3867f8aa21a120eb2463ce
1156	109	41	Auditoria Das Demonstrações Contábeis - ae614c557843b1df326cb29c57225459
1157	215	166	Introdução À Computação - aeb3135b436aa55373822c010763dd54
1159	328	60	Multimídia - aebf7782a3d445f43cf30ee2c0d84dee
1162	329	66	Química Geral Teórica - af5d5ef24881f3c3049a7b9bfe74d58b
1163	273	161	Microbiologia Geral E De Alimentos - af9e3af2fce6cc6be1928dcb90db81ef
1164	137	88	Saúde Mental I - afa8c8eed49e11cbaaf8e8d81f351a93
1165	387	155	Introdução À Física Nuclear E De Partículas - afd4836712c5e77550897e25711e1d96
1166	254	105	Antropologia E Patrimônio - afda332245e2af431fb7b672a68b659d
1167	252	5	Linguagem Publicitária - afdec7005cc9f14302cd0474fd0f3c96
1170	432	77	Introdução A Computação - aff1621254f7c1be92f64550478c56e6
1171	292	19	Fundamentos De Análise - b056eb1587586b71e2da9acfe4fbd19e
1172	51	110	Leitura E Produção Textual - b069b3415151fa7217e870017374de7c
1173	433	170	Métodos Matemáticos Lineares - b06b5541a62ed438f956b662b4e1ec28
1174	348	77	Amostragem I - b06f50d1f89bd8b2a0fb771c1a69c2b0
1175	434	79	Programação Orientada A Objetos - b090409688550f3cc93f4ed88ec6cafb
1177	359	53	Semiologia E Farmacoterapia - b0e7767c78c3bb2c511d272759a1fbf6
1179	314	79	Fundamentos De Matemática Para Computação - b1057e58a04bdc9bfd49d63512af7f6a
1181	436	83	Mentoring Para Arquitetura E Urbanismo - b132ecc1609bfcf302615847c1caa69a
1185	161	87	Fundamentos Da Administração - b197ffdef2ddc3308584dce7afa3661b
1188	8	161	Química Orgânica Teórica - b21f9f98829dea9a48fd8aaddc1f159d
1189	49	166	Genética - b23975176653284f1f7356ba5539cfcb
1190	266	167	Introdução Ao Cuidar I - b24d516bb65a5a58079f0f3526c87c57
1191	438	83	História Da Arquitetura Ii - b265ce60fe4c5384e622b09eb829b8df
1193	420	130	Fisiologia Humana - b311ffcc567c27c9e29d46b9ab5275b8
1194	439	117	Processos E Ferramentas Em Design - b3b43aeeacb258365cc69cdaf42a68af
1195	156	40	Pesquisa Qualitativa - b3b4d2dbedc99fe843fd3dedb02f086f
1196	370	87	Físico-Química 4 - b3e3e393c77e35a4a3f3cbd1e429b5dc
1198	33	95	Indexação E Resumos - b432f34c5a997c8e7c806a895ecc5e25
1199	35	93	Políticas Públicas E Gestão Ambiental - b440509a0106086a67bc2ea9df0a1dab
1201	387	155	Termodinâmica - b4a528955b84f584974e92d025a75d1f
1202	144	152	Introdução À Lógica - b4a5d3e1c186375fed553e0df2872e24
1208	1	81	Cálculo 1c - b55ec28c52d5f6205684a473a2193564
1211	259	12	Macroeconomia Ii - b59a51a3c0bf9c5228fde841714f523a
1214	48	8	Introdução Aos Métodos Instrumentais De Análise - b5baa9c23ac3e015ad287b17a3d4afa3
1215	425	103	Micoses Oportunísticas - b5dc4e5d9b495d0196f61d45b26ef33e
1216	156	40	Ação Social - b5f1e8fb36cd7fbeb7988e8639ac79e9
1218	165	158	Fisiologia Vegetal - b66e7a6e854fb62e000928850d2711b2
1219	63	179	Tópicos De Sociologia I - b6a1085a27ab7bff7550f8a3bd017df8
1220	401	13	Análise Real I - b6cda17abb967ed28ec9610137aa45f7
1221	245	20	Física I - b6e32320fa6bc5a588b90183b95dc028
1223	161	87	Introdução À Economia - b7087c1f4f89e63af8d46f3b20271153
1224	367	166	Metabolismo Celular - b710915795b9e9c02cf10d6d2bdb688c
1225	96	103	Bases Da Biotecnologia - b75bd27b5a48a1b48987a18d831f6336
1226	372	73	Cálculo 1b - b7892fb3c2f009c65f686f6355c895b5
1227	292	19	História Da Matemática - b7ee6f5f9aa5cd17ca1aea43ce848496
1228	143	137	Laboratório De Relações Internacionais Ii - b83aac23b9528732c23cc7352950e880
1231	410	60	Computação Gráfica - b8b4b727d6f5d1b61fff7be687f7970f
1235	12	156	Bioquímica I - b9f94c77652c9a76fc8a442748cd54bd
1237	203	77	Bioestatística - ba3e9b6a519cfddc560b5d53210df1bd
1238	107	53	Bacteriologia - ba9a56ce0a9bfa26e8ed9e10b2cc8f46
1239	441	120	Trabalho De Conclusão De Curso I - bad5f33780c42f2588878a9d07405083
1241	286	170	Desenho - bbaa9d6a1445eac881750bea6053f564
1242	381	166	Biologia E Zoologia - bc573864331a9e42e4511de6f678aa83
1245	43	41	Contabilidade Introdutória I - bcb41ccdc4363c6848a1d760f26c28a0
1247	144	152	Tópicos De Filosofia Iii - bccf244afffc9cccc4f1b8785a9bd635
1248	430	60	Teoria Dos Grafos - bd0cc810b580b35884bd9df37c0e8b0f
1249	398	157	Morfologia E Sistemática De Espermatófitas - bd1ab5ccde7eb0c2cab53412d4d3ddf2
1250	409	5	Tópicos Contemporâneos: Mídias Digitais - bdb106a0560c4e46ccc488ef010af787
1251	375	158	Introdução À Língua Brasileira De Sinais - Libras - bdc4626aa1d1df8e14d80d345b2a442d
1252	60	92	Cálculos Em Química - be1df9a5d08724971f64a511e24fc904
1253	170	60	Análise E Projeto De Algoritmos - be3e9d3f7d70537357c67bb3f4086846
1254	21	13	Linguagem E Matemática - be53d253d6bc3258a8160556dda3e9b2
1256	41	40	Psicologia Das Organizações - beb22fb694d513edcf5533cf006dfeae
1257	27	157	Ecologia De Populações - bf201d5407a6509fa536afc4b380577e
1258	442	81	Análise Da Paisagem - bf424cb7b0dea050a42b9739eb261a3a
1259	202	19	Prática De Ensino Orientada - bf62768ca46b6c3b5bea9515d1a1fc45
1260	144	152	Tópicos De Filosofia Política - bfcd936a1462b0b4caf2d1edc39b9671
1261	309	66	Obras De Terra - bffc98347ee35b3ead06728d6f073c68
1262	227	137	Laboratório De Relações Internacionais Iv - c042f4db68f23406c6cecf84a7ebb0fe
1265	188	142	Ciências Da Natureza: Física Iii - c0a271bc0ecb776a094786474322cb82
1266	137	88	Saúde Mental I - c0d0e461de8d0024aebcb0a7c68836df
1267	224	18	Psicologia Da Educação I - c15da1f2b5e5ed6e6837a3802f0d1593
1270	107	53	Patologia Processos Gerais - c215b446bcdf956d848a8419c1b5a920
1271	99	155	Geometria Analítica - c22abfa379f38b5b0411bc11fa9bf92f
1272	443	105	Seminários De Pesquisas Em Museologia - c2626d850c80ea07e7511bbae4c76f4b
1273	272	120	Antropologia Iii - c26820b8a4c1b3c2aa868d6d57e14a79
1274	141	161	Estudo Experimental Dos Alimentos - c28745ba8c98c1b76bfe18dabed05323
1275	282	179	Sociologia Latino-Americana - c2aee86157b4a40b78132f1e71a9e6f1
1276	425	103	Seminários Em Imunologia E Virologia - c30fb4dc55d801fc7473840b5b161dfa
1277	32	81	Geopolítica Das Águas - c3535febaff29fcb7c0d20cbe94391c7
1278	106	18	Biogeografia - c3614206a443012045cfd75d2600af2d
1280	136	158	Química Geral Teórica - c3a690be93aa602ee2dc0ccab5b7b67e
1281	168	158	Tópicos Em Biologia - c3e4035af2a1cde9f21e1ae1951ac80b
1282	154	76	Cálculo Numérico - c4015b7f368e6b4871809f49debe0579
1283	144	152	Tópicos De Filosofia I - c42079eecb7aed2202b05eea7e170cd8
1284	137	88	Saúde Mental I - c4492cbe90fbdbf88a5aec486aa81ed5
1285	137	88	Patologia Humana - c44e503833b64e9f27197a484f4257c0
1287	372	73	Morfologia E Taxonomia Vegetal - c4de8ced6214345614d33fb0b16a8acd
1288	423	170	Desenho Básico - c4f796afbc6267501964b46427b3f6ba
1290	120	87	Bioquímica - c559da2ba967eb820766939a658022c8
1291	364	35	Biogeografia - c5866e93cab1776890fe343c9e7063fb
1292	12	156	Métodos Analíticos Em Biomedicina - c59b469d724f7919b7d35514184fdc0f
1293	158	83	Legislação E Exercício Profissional - c5cc17e395d3049b03e0f1ccebb02b4d
1294	267	166	Química Orgânica - c5dc3e08849bec07e33ca353de62ea04
1295	220	43	Comportamento Do Consumidor - c6036a69be21cb660499b75718a3ef24
1296	61	180	Tutorial Em Saúde Iii - c60d870eaad6a3946ab3e8734466e532
1297	72	180	Tutorial Em Saúde Ii - c61fbef63df5ff317aecdc3670094472
1298	193	35	Trabalho De Conclusão De Curso I - c6335734dbc0b1ded766421cfc611750
1299	186	157	Biologia Celular - c6498249464907096633bc6336cd5c86
1300	251	167	Corpo Humano Saudável I - c65d7bd70fe3e5e3a2f3de681edc193d
1302	515	54	A Morte E O Morrer Em Debate: Temas Atuais - c6bff625bdb0393992c9d4db0c6bbe45
1303	446	40	Ciência Política - c70daf247944fe3add32218f914c75a6
1304	447	69	Sociologia - c73dfe6c630edb4c1692db67c510f65c
1305	206	41	Pesquisa Aplicada A Contabilidade - c7af0926b294e47e52e46cfebe173f20
1306	237	74	Integração 1 - c8067ad1937f728f51288b3eb986afaa
1307	97	19	Cálculo De Funções De Várias Variáveis - c82bd98b4d0b94613d14247b2efdebcf
1308	82	93	Fundamentos De Sistemática Biológica - c8758b517083196f05ac29810b924aca
1309	123	154	Lasers  Princípios E Aplicações Biomédicas - c88d8d0a6097754525e02c2246d8d27f
1311	27	157	Cálculo 1c - c8c41c4a18675a74e01c8a20e8a0f662
1312	210	157	Bioestatística - c8cbd669cfb2f016574e9d147092b5bb
1313	184	13	Topologia - c8dfece5cc68249206e4690fc4737a8d
1314	144	152	Lógica Ii - c8f106730f0b495b1250de37f9fef0a0
1318	187	93	Biologia Da Conservação - c92a10324374fac681719d63979d00fe
1319	144	152	Tópicos De Ontologia E Metafísica - c9c1b449564afe53d346e727fca13e85
1320	330	76	Química Geral B - c9e1074f5b3f9fc8ea15d152add07294
1323	449	76	Combustíveis E Energia 1 - ca43108ded5aabc7793d3f9b928cdd54
1324	51	110	Lógica - ca75910166da03ff9d4655a0338e6b09
1326	144	152	Filosofia Moderna I - cb353e28b0d5e721d917688fdad0f78e
1328	225	158	Bioquímica I - cb8da6767461f2812ae4290eac7cbc42
1329	168	158	Taxonomia E Ecologia De Fungos - cbef46321026d8404bc3216d4774c8a9
1331	118	167	Corpo Humano Saudável I - cc0991344c3d760ae42259064406bae1
1332	379	20	Políticas Educacionais No Brasil - cc42acc8ce334185e0193753adb6cb77
1333	93	18	Teoria E Metodologia Da Geografia I - cc7e2b878868cbae992d1fb743995d8f
1334	202	19	Equações Diferenciais Ordinárias I - ccb0989662211f61edae2e26d58ea92f
1336	143	137	Laboratório De Relações Internacionais Ii - cd00692c3bfe59267d5ecfac5310286c
1338	167	142	Realidade Brasileira Do Campo - cd0dce8fca267bf1fb86cf43e18d5598
1340	263	77	Estatística I - cd10c7f376188a4a2ca3e8fea2c03aeb
1341	29	157	Trabalho De Conclusão De Curso I - cd14821dab219ea06e2fd1a2df2e3582
1342	34	12	Economia E Energia - cd3afef9b8b89558cd56638c3631868a
1346	326	167	Atenção Integral À Saúde Da Mulher E Da Criança I - cdf1035c34ec380218a8cc9a43d438f9
1347	34	12	Microeconomia I - cdf1e288ca02272e717c9d5e4cb180bd
1348	410	60	Sistemas Distribuídos - ce27ed30b183a18f3f4d82b95e6b8819
1349	22	5	Produção De Texto Jornalístico I - ce5140df15d046a66883807d18d0264b
1350	152	79	Engenharia De Software - ce6c92303f38d297e263c7180f03d402
1351	452	105	Espaços Museais E Arquitetura De Museus - ce78d1da254c0843eb23951ae077ff5f
1352	123	154	Introdução À Física Nuclear E De Partículas - ced556cd9f9c0c8315cfbe0744a3baf0
1353	98	161	Marketing Em Alimentação E Nutrição - cee631121c2ec9232f3a2f028ad5c89b
1355	152	79	Sistemas Operacionais - cf05968255451bdefe3c5bc64d550517
1356	453	119	Estatística Aplicada Às Ciências Sociais - cf1f78fe923afe05f7597da2be7a3da8
1359	454	120	Ciência Política V - cf9a242b70f45317ffd281241fa66502
1362	171	179	Antropologia Da Sociedade Brasileira - cfbce4c1d7c425baf21d6b6f2babe6be
1367	176	79	Pesquisa Operacional - d0921d442ee91b896ad95059d13df618
1369	457	36	Hidrologia - d095a94d20dcaf7aa07301948549bede
1370	117	93	Ecofisiologia Vegetal - d0fb963ff976f9c37fc81fe03c21ea7b
1373	156	40	Empreendedorismo Ii - d198bd736a97e7cecfdf8f4f2027ef80
1376	206	41	Prática E Estágio Contábil I - d1dc3a8270a6f9394f88847d7f0050cf
1378	458	120	Laboratório De Prática De Ensino I - d1ee59e20ad01cedc15f5118a7626099
1379	154	76	Operações Unitárias 1 - d1f491a404d6854880943e5c3cd9ca25
1380	68	88	Trabalho De Conclusão De Curso Iii - d20be76a86c0d71c75035fced631f874
1381	153	87	Cálculo 3a - d240e3d38a8882ecad8633c8f9c78c9b
1384	299	154	Cálculo 1a - d2ed45a52bc0edfa11c2064e9edee8bf
1385	145	133	Fenômenos De Transporte Para Engenharia Física - d305281faf947ca7acade9ad5c8c818c
1387	442	81	Análise De Bacias Hidrográficas - d3a7f48c12e697d50c8a7ae7684644ef
1389	459	130	Anatomia Humana - d3de95d6ccaf241d709fdb0b57bd81fd
1390	302	74	Experiência Do Usuário De Software - d3fad7d3634dbfb61018813546edbccb
1391	131	12	Contabilidade Social - d43ab110ab2489d6b9b2caa394bf920f
1392	117	93	Ecologia De Ecossistemas - d47268e9db2e9aa3827bba3afb7ff94a
1393	111	79	Algoritmos E Estruturas De Dados 2 - d4dd111a4fd973394238aca5c05bebe3
1394	150	95	Usos E Usuários Da Informação - d523773c6b194f37b938d340d5d02232
1395	165	158	Genética - d542599794c1cf067d90638b5d3911f3
1396	332	105	Museologia Ii - d554f7bb7be44a7267068a7df88ddd20
1397	381	166	Morfologia E Taxonomia Vegetal - d5a28791769d93068a0bdcf66d89ac20
1400	68	88	Trabalho De Conclusão De Curso I - d69116f8b0140cdeb1f99a4d5096ffe4
1401	144	152	Ética - d694e4e6486bbc09dc42900014c441c2
1402	93	18	Teoria E Metodologia Da Geografia I - d6bcb486f72ae7b5dc68b5b7df7ec887
1403	460	8	Cálculo Dif. E Integral E Geometria Analítica Iii - d6c651ddcd97183b2e40bc464231c962
1405	43	41	Introdução À Teoria Da Contabilidade - d72fbbccd9fe64c3a14f85d225a046f4
1406	302	74	Software Concorrente E Distribuído - d756d3d2b9dac72449a6a6926534558a
1407	156	40	Administração Pública, Estado E Sociedade - d757719ed7c2b66dd17dcee2a3cb29f4
1409	156	40	Gestão De Pessoas I - d7657583058394c828ee150fada65345
